time, t_command, c_linear_x, c_linear_y, c_linear_z, c_angular_x, c_angular_y, c_angular_z, pos_x, pos_y, pos_z, ang_x, ang_y, ang_z
60.663, 1, 0.5, 0, 0, 0, 0, 0, -0.0061108341722024015, 2.5069685560140793, -1.8245130724930947e-05, -2.059922825023922e-07, 1.537799413166614e-09, -1.5831898940238287
63.662, 1, 0.5, 0, 0, 0, 0, 0, -0.012260657266047708, 2.010855278334303, -1.755401889000363e-05, -1.5160864704517156e-07, 4.035630271258839e-10, -1.5831902413109087
66.561, 1, 0.5, 0, 0, 0, 0, 0, -0.018433435953451746, 1.5132401794180002, -1.5746618856365968e-05, -2.230330709433754e-07, 3.181280115211678e-09, -1.5831931035285447
68.664, 1, 0.5, 0, 0, 0, 0, 0, -0.024619335463089427, 1.0142506057496286, -9.329736267466027e-06, 4.768963503953868e-08, 1.6028607229695785e-08, -1.5831914714027442
72.48, 1, 0.5, 0, 0, 0, 0, 0, -0.03080302202238628, 0.5152262272389072, -1.6780262189763917e-05, -4.051600131923407e-07, -2.3333350721634206e-08, -1.5831929017754467
74.48, 1, 0, 0, 0, 0, 0, 0.482135152485, -0.030537001678508334, 0.5133811543611815, -1.6639888388847446e-05, -1.1610583830964023e-05, 4.281569850054971e-08, -1.2597631985921975
76.679, 1, 0, 0, 0, 0, 0, 0.482135152485, -0.029669860920234527, 0.5116591779864004, -1.5310194965867385e-05, -1.7681270589931452e-05, 2.630261560424104e-08, -0.941208825481112
84.78, 1, 0, 0, 0, 0, 0, 0.482135152485, -0.028270055707953552, 0.5102630116898553, -1.4825056147166338e-05, -1.9099476422210837e-05, -6.992655704797987e-08, -0.6242483686582182
87.079, 1, 0.5, 0, 0, 0, 0, 0, 0.37554871973083986, 0.21947130658667474, -1.3660504690315989e-05, -1.577623491818555e-05, 3.0070568560863613e-08, -0.6241701519141015
89.179, 1, 0.5, 0, 0, 0, 0, 0, 0.7794840124318856, -0.07146951352522717, -1.1072350741436754e-05, -7.574166476187561e-06, -2.0697708784482758e-08, -0.6242710199163647
91.098, 1, 0.5, 0, 0, 0, 0, 0, 1.1843063296153709, -0.3631279096161797, -1.448030588166449e-05, -1.81316212309742e-05, -7.743938188320407e-07, -0.6244052050950732
93.296, 1, 0.5, 0, 0, 0, 0, 0, 1.5898093668597106, -0.6553657502697906, -1.3773640520992059e-05, -1.5993067557799718e-05, -2.800132322404073e-07, -0.624563201681575
95.097, 1, 0.5, 0, 0, 0, 0, 0, 1.9946600309025455, -0.9472233857760597, -1.2675722707189419e-05, -1.0500770827212145e-05, 7.046240118020196e-08, -0.6246766030076373
96.796, 1, 0.5, 0, 0, 0, 0, 0, 2.4000098495460342, -1.2395038115746313, -1.10065852290675e-05, -3.2683320970753643e-06, 1.283278052442497e-07, -0.6247601832667462
98.396, 1, 0.5, 0, 0, 0, 0, 0, 2.8054264800483586, -1.5318545858744148, -1.0355400859585195e-05, -1.0726906785288605e-07, 1.555053798260419e-08, -0.6247706970708706
99.997, 1, 0, 0, 0, 0, 0, -0.482135152485, 2.8053579270778384, -1.5317711463577717, -1.9825660130312617e-05, 4.73686736368781e-05, 1.395829592714127e-06, -0.9733546157253851
102.812, 1, 0, 0, 0, 0, 0, -0.482135152485, 2.805361153525975, -1.53175458678834, -7.619116983864638e-05, 0.0003247274257187211, -5.0620132722482635e-05, -1.321545260299646
104.704, 1, 0, 0, 0, 0, 0, -0.482135152485, 2.8055676272021954, -1.5339918963386256, -1.922341049770404e-05, 4.1127556461361576e-05, 3.1045737128365205e-07, -1.6496621871196566
107.613, 1, 0, 0, 0, 0, 0, -0.482135152485, 2.805046115668714, -1.5360171448352922, -1.4651951705690891e-05, 2.053598465117353e-05, 1.6800770221131697e-07, -1.970601609416146
109.613, 1, 0.5, 0, 0, 0, 0, 0, 2.6110890465977783, -1.995026026789221, -1.3740046614363344e-05, 1.6835860057705143e-05, 1.2791611901424638e-07, -1.9705574364632832
