time, t_command, c_linear_x, c_linear_y, c_linear_z, c_angular_x, c_angular_y, c_angular_z, pos_x, pos_y, pos_z, ang_x, ang_y, ang_z
2714.829, 1, 0.25, 0, 0, 0, 0, 0, -0.17661348313392397, 4.06937746306675, -1.4641921162544813e-05, -1.1067336803941227e-05, 2.231448792489011e-07, -1.5777096736822886
2717.328, 1, 0.25, 0, 0, 0, 0, 0, -0.1783504758054254, 3.8200968683570475, -9.272958268219389e-06, -4.314819955092339e-08, 1.1205937006782502e-08, -1.5777559451497702
2718.73, 1, 0.25, 0, 0, 0, 0, 0, -0.18010135958690474, 3.570403856497317, -9.26222535760357e-06, -5.931657239958718e-09, 6.274749342987934e-09, -1.5778007314971134
2720.029, 1, 0.25, 0, 0, 0, 0, 0, -0.18185924841313705, 3.320104246081603, -9.25716681413058e-06, 2.2112161044575914e-08, 5.7425469713973055e-09, -1.5778562564157894
2721.432, 1, 0.25, 0, 0, 0, 0, 0, -0.18360832927528345, 3.0729852089759087, -9.253464913233644e-06, 6.9636337135029495e-09, 1.1602579731348047e-08, -1.5778812014976082
2722.746, 1, 0.25, 0, 0, 0, 0, 0, -0.18535682153285496, 2.822070153620775, -9.251298861506774e-06, 6.840735635252645e-08, -3.079576726564132e-10, -1.57780493539081
2724.147, 1, 0.25, 0, 0, 0, 0, 0, -0.18708967216940778, 2.570625822392273, -9.251770263757342e-06, 1.6923001408620075e-07, 4.468839327909387e-09, -1.577732658879765
2725.846, 1, 0.25, 0, 0, 0, 0, 0, -0.1888026206676974, 2.3201632948135114, -9.766250818665778e-06, 2.6915782191830595e-07, 6.299298767325597e-08, -1.5776926077259112
2727.646, 1, 0.25, 0, 0, 0, 0, 0, -0.19049130630494585, 2.0734352446240267, -9.47028922038129e-06, 1.4775130243628895e-06, -1.2952111285538442e-07, -1.577671158910664
2729.162, 1, 0.25, 0, 0, 0, 0, 0, -0.19222525916390537, 1.8201980052368705, -1.013524451493053e-05, 1.2077516700951252e-07, -9.205515744372062e-08, -1.5776590569842008
2730.563, 1, 0.25, 0, 0, 0, 0, 0, -0.19393870265242077, 1.5699571818122722, -1.0088623226489624e-05, 3.2659088172741637e-07, -7.547113532725846e-08, -1.5776526687459047
2731.963, 1, 0.25, 0, 0, 0, 0, 0, -0.19564032431808748, 1.321464786512345, -1.00986819943083e-05, 4.6730252221030504e-07, -6.6419444533141625e-09, -1.577649160012231
2733.464, 1, 0.25, 0, 0, 0, 0, 0, -0.1973575413705104, 1.0707216705586988, -1.0144425837549376e-05, 1.820151797161302e-07, -3.8900690062098135e-08, -1.5776471779912615
2741.178, 1, 0.25, 0, 0, 0, 0, 0, -0.19907416523899388, 0.8199784828556234, -1.2796531965703073e-05, 4.3605087240401035e-06, -1.7338560264255615e-07, -1.5776454711761425
2742.678, 1, 0.25, 0, 0, 0, 0, 0, -0.2007808839809887, 0.5707343800781273, -1.2702720136426038e-05, 7.4971546086936536e-06, -2.3124209853570804e-07, -1.5776454135747338
2744.678, 1, 0.25, 0, 0, 0, 0, 0, -0.20247415126461904, 0.32349023827234474, -1.3892994883857313e-05, 9.079340297678009e-06, -2.1666299461558902e-07, -1.5776453854850618
2745.981, 1, 0, 0, 0, 0, 0, 0.241067576242, -0.20250156058386906, 0.31949038526401097, -1.4668871427953034e-05, 9.247065077077195e-06, -1.342537661678999e-06, -1.4038501778385115
2747.687, 1, 0, 0, 0, 0, 0, 0.241067576242, -0.2025016060167635, 0.3194904569870434, -1.56526439763216e-05, 9.24801814281121e-06, -2.2803628457886245e-06, -1.229006986113542
2749.287, 1, 0, 0, 0, 0, 0, 0.241067576242, -0.20250165956894287, 0.31949056448036356, -1.660517959733987e-05, 9.320646165917401e-06, -3.0043421120920768e-06, -1.0536398561939968
2751.696, 1, 0.25, 0, 0, 0, 0, 0, -0.07902187432749017, 0.10240181521945017, -1.9546600740022457e-05, 1.9827111841734267e-05, 3.3120110556544837e-07, -1.053640076382537
2756.004, 1, 0.25, 0, 0, 0, 0, 0, 0.04408871718037419, -0.11403320446838844, -2.9448705851337076e-05, 4.966061772988931e-05, 5.757038872054927e-06, -1.0536411196766824
2757.402, 1, 0.25, 0, 0, 0, 0, 0, 0.16817854344173785, -0.332348701756369, -0.00012962924403667198, 0.00043995042241935187, 4.882904462971917e-05, -1.0544175546493941
2758.821, 1, 0.25, 0, 0, 0, 0, 0, 0.28685718462237364, -0.5437687924774416, -8.138195786375202e-05, -0.00030444313248365317, -3.885813596399128e-05, -1.0587412596919554
2760.221, 1, 0.25, 0, 0, 0, 0, 0, 0.40362498787856543, -0.7513573395667302, -1.8333316903706987e-05, -8.419740048568216e-07, 7.108226572289628e-07, -1.0585597103763846
2761.926, 1, 0, 0, 0, 0, 0, -0.241067576242, 0.4037584117892867, -0.7512954396985012, -1.865424214261835e-05, 8.567538395515864e-07, 8.76076222583192e-08, -1.184254572699526
2765.427, 1, 0.25, 0, 0, 0, 0, 0, 0.4958428456536445, -0.9775323322176377, -1.8360843785786285e-05, -2.860028998671172e-06, 1.5707305170224238e-06, -1.1842545951881729
